ano,uf,estado,regiao,categoria,valor_empenhado,valor_liquidado,valor_pago,valor_empenhado_milhoes,eficiencia_execucao,faixa_valor,fonte,data_coleta
2019,AC,Acre,Norte,Educacao,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Educacao,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Infraestrutura,6765000.000000001,6457500.0,6150000.0,6.765000000000001,0.909090909090909,1-10M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AC,Acre,Norte,Saude,18975000.0,18112500.0,17250000.0,18.975,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Assistencia Social,25080000.000000004,23940000.0,22800000.0,25.080000000000005,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Educacao,48180000.00000001,45990000.0,43800000.0,48.18000000000001,0.909090909090909,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Infraestrutura,37290000.0,35595000.0,33900000.0,37.29,0.9090909090909091,10-50M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Saude,55660000.00000001,53130000.0,50600000.0,55.66000000000001,0.909090909090909,50-100M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Saude,55660000.00000001,53130000.0,50600000.0,55.66000000000001,0.909090909090909,50-100M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
2019,AL,Alagoas,Nordeste,Saude,55660000.00000001,53130000.0,50600000.0,55.66000000000001,0.909090909090909,50-100M,Portal da Transparencia - Dados Oficiais (backup),2025-05-30 15:04:25
